customer_id,age,income,region,tenure_months,num_products,avg_monthly_spend,login_frequency,missed_payments,churn_risk_score,CLV,notes
C08378,31,73434,Midwest,7,4,2484.32,1,1,0.34,13477.56,Moderate value customer
C08379,48,74584,South,54,4,2655.63,9,2,0.5,73702.01,Moderate value customer
C08380,36,50705,South,16,2,1429.04,27,1,0.51,12203.67,Moderate value customer
C08381,49,101795,West Coast,10,2,2205.79,21,3,0.1,20852.11,Moderate value customer
C08382,61,141562,South,56,4,2995.17,14,4,0.63,64059.92,Moderate value customer
C08383,32,100995,Midwest,66,3,1411.09,23,0,0.28,68555.0,High-value loyal customer
C08384,66,67994,West Coast,115,1,2570.98,16,3,0.05,281379.56,High-value loyal customer
C08385,24,117558,Midwest,38,1,421.99,3,3,0.65,6112.47,Moderate value customer
C08386,46,85828,East Coast,53,2,1722.82,9,4,0.05,87743.99,High-value loyal customer
C08387,24,70699,East Coast,82,2,1133.07,29,2,0.44,53030.57,Moderate value customer
C08388,31,85626,South,34,5,1664.65,17,2,0.62,24007.28,Moderate value customer
C08389,22,42388,South,85,3,519.41,26,1,1.0,1500.0,High churn risk
C08390,51,76294,Midwest,85,1,1229.51,17,0,0.52,50664.01,Moderate value customer
C08391,23,51035,East Coast,1,5,414.28,4,1,0.32,2781.71,Moderate value customer
C08392,45,120334,Midwest,79,4,1468.66,12,3,0.49,61172.31,Moderate value customer
C08393,54,117249,South,74,5,1437.03,30,2,0.2,87572.18,High-value loyal customer
C08394,21,45703,Midwest,59,4,1123.19,14,3,0.44,39110.2,Moderate value customer
C08395,25,121861,South,99,4,2855.27,22,3,0.87,38747.32,High churn risk
C08396,59,103508,East Coast,25,1,432.21,14,2,0.14,9792.52,Moderate value customer
C08397,51,147163,West Coast,32,5,2509.66,14,3,0.53,40245.29,Moderate value customer
C08398,56,115056,Midwest,31,1,1193.8,16,3,0.62,14562.96,Moderate value customer
C08399,23,41517,South,74,3,758.08,25,0,0.31,40207.56,Moderate value customer
C08400,58,120993,West Coast,3,3,963.16,9,1,0.74,2251.26,High churn risk
C08401,32,118581,West Coast,86,3,2725.3,2,0,0.66,81187.77,Moderate value customer
C08402,36,130645,East Coast,102,3,2509.72,5,4,0.46,139735.38,Moderate value customer
C08403,28,95756,South,66,4,244.12,5,0,0.64,7800.29,Moderate value customer
C08404,31,85722,Midwest,87,3,612.52,18,1,0.84,10026.28,High churn risk
C08405,65,81512,West Coast,41,1,2090.08,11,0,0.6,34777.31,Moderate value customer
C08406,34,68602,South,104,5,1088.76,9,4,0.57,51189.35,Moderate value customer
C08407,47,68351,South,62,5,2773.6,9,3,0.62,67846.02,Moderate value customer
C08408,38,108405,West Coast,53,1,2402.2,12,3,0.68,41241.31,Moderate value customer
C08409,28,66416,East Coast,88,2,2650.11,4,0,0.4,140925.81,Moderate value customer
C08410,53,30251,South,96,2,740.04,3,4,0.84,12367.01,High churn risk
C08411,24,135142,East Coast,33,2,621.97,5,1,0.92,2642.0,High churn risk
C08412,69,100767,West Coast,113,2,2809.4,21,4,0.62,121635.64,Moderate value customer
C08413,50,130091,West Coast,91,4,1331.74,7,0,0.89,15330.72,High churn risk
C08414,40,143954,East Coast,13,4,1364.01,24,2,0.74,6610.35,High churn risk
C08415,50,30279,East Coast,101,5,2116.8,14,2,0.42,126502.14,Moderate value customer
C08416,47,149077,East Coast,39,5,1312.86,30,4,0.5,28100.77,Moderate value customer
C08417,45,68402,Midwest,29,4,2650.54,5,0,0.57,35052.23,Moderate value customer
C08418,26,140770,East Coast,105,4,2885.41,24,4,0.94,20178.08,High churn risk
C08419,25,89580,East Coast,25,5,1131.05,1,0,0.65,12396.69,Moderate value customer
C08420,34,101847,East Coast,110,1,782.56,16,1,0.51,42679.98,Moderate value customer
C08421,34,146789,Midwest,19,4,410.86,28,2,0.12,8869.58,Moderate value customer
C08422,54,33649,South,65,1,800.22,30,3,0.67,17664.72,Moderate value customer
C08423,61,88994,Midwest,99,3,590.45,30,2,0.55,27804.55,Moderate value customer
C08424,45,138859,South,16,1,281.54,25,3,0.94,770.28,High churn risk
C08425,59,93758,East Coast,72,1,330.64,19,0,0.34,16212.01,Moderate value customer
C08426,38,69637,East Coast,71,4,1626.22,23,3,0.8,25092.32,High churn risk
C08427,40,144093,Midwest,85,3,2181.82,2,1,0.28,135027.38,High-value loyal customer
C08428,63,134045,Midwest,75,2,2953.12,18,0,0.17,184831.72,High-value loyal customer
C08429,28,138726,West Coast,90,1,635.91,5,2,0.01,57159.58,High-value loyal customer
C08430,46,57907,Midwest,60,3,2155.04,23,2,0.9,14430.24,High churn risk
C08431,41,128327,Midwest,79,3,1751.19,28,4,0.44,78972.65,Moderate value customer
C08432,47,92290,East Coast,57,4,1538.75,11,3,0.28,65150.3,High-value loyal customer
C08433,52,53645,East Coast,45,3,2221.15,16,0,0.4,61471.05,Moderate value customer
C08434,62,136751,East Coast,52,2,868.23,9,3,0.71,14092.91,High churn risk
C08435,37,148630,Midwest,6,4,1071.62,16,1,0.39,5922.13,Moderate value customer
C08436,69,140063,West Coast,60,1,1276.91,3,1,0.23,59493.24,High-value loyal customer
C08437,21,129367,East Coast,37,4,710.71,27,4,0.09,25929.61,Moderate value customer
C08438,47,88138,West Coast,54,1,1540.14,3,0,0.62,32103.67,Moderate value customer
C08439,56,137982,West Coast,4,4,569.23,20,0,0.97,2068.31,High churn risk
C08440,31,48867,Midwest,83,3,1090.8,27,3,0.63,34998.47,Moderate value customer
C08441,61,54100,Midwest,47,2,516.85,24,4,0.95,2214.6,High churn risk
C08442,61,117029,East Coast,85,4,300.47,2,2,0.88,5064.79,High churn risk
C08443,55,95280,South,37,5,1194.59,13,0,0.16,39627.86,Moderate value customer
C08444,58,44027,Midwest,107,3,1929.14,6,0,0.88,26270.16,High churn risk
C08445,58,125112,West Coast,82,4,625.29,14,0,0.0,53273.78,High-value loyal customer
C08446,62,31234,Midwest,42,3,2981.68,24,4,0.51,62862.97,Moderate value customer
C08447,62,91329,Midwest,48,5,968.18,27,1,0.52,24806.87,Moderate value customer
C08448,69,93610,West Coast,100,3,263.55,9,2,0.73,8615.85,High churn risk
C08449,67,122966,Midwest,61,3,278.5,18,1,0.76,5577.24,High churn risk
C08450,56,70394,Midwest,115,4,2066.39,23,3,0.23,184978.83,High-value loyal customer
C08451,30,72954,East Coast,62,3,2075.64,3,0,0.88,16942.76,High churn risk
C08452,60,106061,West Coast,55,4,2727.57,12,3,0.18,125013.41,High-value loyal customer
C08453,21,127555,South,37,2,454.36,19,3,0.96,1672.45,High churn risk
C08454,42,32291,South,15,5,1253.83,5,0,0.99,2688.07,High churn risk
C08455,37,55337,South,102,1,2689.96,14,4,0.7,82812.78,Moderate value customer
C08456,32,116158,Midwest,59,5,2433.5,26,3,0.65,52751.77,Moderate value customer
C08457,64,146472,West Coast,63,3,853.66,8,4,0.98,2575.61,High churn risk
C08458,33,120431,South,119,4,2691.91,21,1,0.24,245456.34,High-value loyal customer
C08459,45,76454,Midwest,66,1,2106.29,13,2,0.64,50545.45,Moderate value customer
C08460,46,66760,South,42,1,940.09,8,2,0.41,23795.43,Moderate value customer
C08461,66,116448,East Coast,116,3,325.51,4,2,0.17,32840.1,Moderate value customer
C08462,60,82802,Midwest,31,1,1592.84,30,2,0.13,43458.89,Moderate value customer
C08463,66,107945,South,6,4,2196.62,27,4,0.7,5953.92,Moderate value customer
C08464,59,135706,Midwest,19,3,952.2,16,1,0.23,15430.69,Moderate value customer
C08465,69,92233,West Coast,38,5,672.46,23,4,0.6,12721.39,Moderate value customer
C08466,63,65547,Midwest,79,3,410.79,21,3,0.24,26163.83,Moderate value customer
C08467,53,61869,West Coast,33,3,2557.67,26,0,0.45,47921.71,Moderate value customer
C08468,28,110645,South,104,1,353.25,3,3,0.74,10051.88,High churn risk
C08469,33,108573,East Coast,90,2,1906.33,5,4,0.53,81637.76,Moderate value customer
C08470,46,82767,South,53,1,2337.08,14,3,0.87,16602.48,High churn risk
C08471,37,97532,South,30,2,2385.35,25,3,0.53,34633.44,Moderate value customer
C08472,44,72256,West Coast,75,3,2030.36,15,3,0.19,124844.37,High-value loyal customer
C08473,44,41437,South,110,3,2027.83,30,1,0.9,23806.13,High churn risk
C08474,32,94308,Midwest,65,5,1527.46,7,1,0.42,60085.24,Moderate value customer
C08475,51,122397,West Coast,14,1,1366.78,30,0,0.87,2987.54,High churn risk
C08476,36,87187,East Coast,10,5,584.59,24,2,0.23,7001.34,Moderate value customer
C08477,62,85261,Midwest,17,4,1698.99,25,4,0.64,12397.82,Moderate value customer
C08478,36,95411,East Coast,75,3,398.88,1,4,0.17,26330.28,Moderate value customer
C08479,50,44797,South,106,5,1510.95,23,1,0.08,149847.84,High-value loyal customer
C08480,48,79261,East Coast,15,4,2246.52,29,1,1.0,2000.0,High churn risk
C08481,23,30411,South,76,2,1440.02,28,0,0.01,109347.1,High-value loyal customer
C08482,53,46454,Midwest,3,1,1623.19,29,4,0.59,2496.52,Moderate value customer
C08483,44,115647,Midwest,22,4,2558.18,10,4,0.01,57717.16,High-value loyal customer
C08484,50,30717,West Coast,114,1,2010.43,8,0,0.55,103635.06,Moderate value customer
C08485,60,117396,Midwest,56,3,557.27,8,0,0.1,29586.41,Moderate value customer
C08486,68,106016,South,59,2,1720.22,30,3,0.79,22313.53,High churn risk
C08487,48,107402,West Coast,26,3,1220.81,30,0,0.29,24036.15,Moderate value customer
C08488,67,53197,South,103,4,779.13,9,3,0.34,54965.26,Moderate value customer
C08489,59,79870,East Coast,107,2,2014.31,6,4,0.25,162648.38,High-value loyal customer
C08490,22,70504,West Coast,50,4,1282.21,15,3,0.11,59058.34,High-value loyal customer
C08491,33,54119,South,113,1,2348.46,23,2,0.5,133187.99,Moderate value customer
C08492,57,126934,South,87,3,1842.2,24,1,0.45,89649.27,Moderate value customer
C08493,30,87769,Midwest,80,1,491.92,13,3,0.54,18602.66,Moderate value customer
C08494,60,45889,West Coast,61,2,1180.98,9,2,0.63,27654.72,Moderate value customer
C08495,33,86394,South,55,5,955.56,18,0,0.09,50325.78,High-value loyal customer
C08496,39,114245,Midwest,64,1,619.92,20,0,0.41,23908.18,Moderate value customer
C08497,26,57117,East Coast,3,2,2440.61,4,0,0.59,4001.95,Moderate value customer
C08498,38,130739,West Coast,30,2,1259.88,20,0,0.32,26701.55,Moderate value customer
C08499,60,49202,West Coast,58,4,1917.12,17,2,0.19,92066.3,High-value loyal customer
C08500,29,77036,West Coast,13,1,2669.63,13,1,0.61,14035.02,Moderate value customer
C08501,37,112455,West Coast,72,3,1720.42,27,3,0.72,36183.67,High churn risk
C08502,24,136050,South,24,1,922.63,18,1,0.75,6035.78,High churn risk
C08503,26,61866,East Coast,69,4,2413.92,25,3,0.33,113595.52,Moderate value customer
C08504,31,40526,Midwest,7,2,1420.11,8,1,0.1,9946.69,Moderate value customer
C08505,62,133476,South,51,3,1778.74,10,2,0.92,8757.26,High churn risk
C08506,46,138988,South,54,5,2725.83,17,2,0.69,48130.39,Moderate value customer
C08507,31,88488,West Coast,51,3,1569.97,8,0,0.95,5503.42,High churn risk
C08508,28,138217,South,27,1,1137.14,28,4,0.15,26597.36,Moderate value customer
C08509,23,82642,East Coast,12,3,2236.7,26,2,0.66,10625.74,Moderate value customer
C08510,22,132174,South,41,1,573.8,19,2,0.2,19320.64,Moderate value customer
C08511,38,46312,South,119,3,2758.43,20,0,0.87,44172.91,High churn risk
C08512,22,146467,Midwest,113,1,2763.53,24,4,0.52,150393.87,Moderate value customer
C08513,46,115067,South,89,2,1822.34,12,2,0.53,77228.48,Moderate value customer
C08514,32,63673,East Coast,106,2,632.03,8,2,0.93,5689.66,High churn risk
C08515,57,32131,West Coast,114,1,1465.86,27,1,0.3,117475.63,Moderate value customer
C08516,46,125121,West Coast,33,1,1385.25,19,3,0.62,17871.04,Moderate value customer
C08517,56,41115,East Coast,79,5,1035.28,20,3,0.14,72836.92,High-value loyal customer
C08518,36,72807,West Coast,31,1,690.28,3,1,0.36,14195.16,Moderate value customer
C08519,34,135251,West Coast,11,4,938.35,30,3,0.19,10360.7,Moderate value customer
C08520,22,71266,South,36,1,1755.48,8,0,0.2,51057.82,High-value loyal customer
C08521,41,131820,East Coast,6,2,2119.98,24,4,0.66,5324.76,Moderate value customer
C08522,27,140226,Midwest,45,3,2942.87,8,2,0.29,95524.7,High-value loyal customer
C08523,31,116352,South,60,2,804.12,12,3,0.25,37185.4,Moderate value customer
C08524,64,101527,East Coast,90,4,771.25,29,2,0.81,15188.37,High churn risk
C08525,49,62124,South,72,3,527.69,15,1,0.47,21636.65,Moderate value customer
C08526,57,128186,East Coast,103,2,2829.18,1,1,0.38,181671.43,Moderate value customer
C08527,68,104244,West Coast,37,1,1269.18,14,3,0.82,8952.74,High churn risk
C08528,59,46484,Midwest,101,1,2787.15,21,1,0.49,144066.1,Moderate value customer
C08529,48,36060,South,112,3,2690.42,1,3,0.81,58752.14,High churn risk
C08530,60,64915,West Coast,30,5,323.13,9,0,0.32,9091.85,Moderate value customer
C08531,24,146908,East Coast,38,4,983.36,13,3,0.96,3494.71,High churn risk
C08532,24,76511,South,16,2,1047.06,23,1,0.92,2340.24,High churn risk
C08533,47,92571,Midwest,79,2,976.57,1,0,0.82,14886.83,High churn risk
C08534,26,41021,Midwest,38,4,1390.94,25,0,0.21,43756.02,Moderate value customer
C08535,54,40100,South,53,2,1598.06,6,3,0.73,23868.24,High churn risk
C08536,61,30027,West Coast,8,3,2322.96,14,2,0.82,4845.06,High churn risk
C08537,60,84004,Midwest,99,5,949.57,28,2,0.36,62664.76,Moderate value customer
C08538,38,98872,South,9,3,1036.49,25,1,0.14,9522.43,Moderate value customer
C08539,64,48746,South,21,5,1876.1,7,3,0.27,31260.61,Moderate value customer
C08540,68,34133,South,41,1,701.95,23,2,0.59,12299.78,Moderate value customer
C08541,50,115596,East Coast,69,5,1524.94,11,3,0.25,81415.64,High-value loyal customer
C08542,53,41416,Midwest,19,5,902.76,7,2,0.66,8331.83,Moderate value customer
C08543,40,65143,South,112,5,754.37,24,0,0.39,54038.56,Moderate value customer
C08544,56,30047,East Coast,80,2,2427.83,17,3,0.23,150554.33,High-value loyal customer
C08545,66,69826,East Coast,18,5,2179.94,26,2,0.61,17803.18,Moderate value customer
C08546,25,107441,East Coast,76,4,899.48,20,4,0.07,65575.25,High-value loyal customer
C08547,55,103733,West Coast,80,1,1362.49,28,1,0.62,41919.7,Moderate value customer
C08548,39,68301,West Coast,5,1,631.83,7,1,0.97,594.77,High churn risk
C08549,32,94572,South,67,2,348.87,25,3,0.71,7778.54,High churn risk
C08550,46,104497,West Coast,71,3,1838.62,18,4,0.33,88963.15,Moderate value customer
C08551,39,103138,Midwest,116,4,1217.98,16,0,0.9,16128.57,High churn risk
C08552,31,96898,Midwest,32,3,780.3,6,1,0.53,13235.71,Moderate value customer
C08553,40,148028,South,95,5,520.9,2,3,0.53,25758.18,Moderate value customer
C08554,29,145504,South,78,3,2104.08,20,1,0.38,103253.31,Moderate value customer
C08555,40,107556,Midwest,88,4,960.09,29,3,0.05,82263.52,High-value loyal customer
C08556,47,30007,South,48,2,2740.69,23,4,0.27,97033.78,High-value loyal customer
C08557,25,100408,South,33,2,739.86,2,2,0.82,5394.77,High churn risk
C08558,30,48916,South,69,5,882.57,25,2,0.26,47564.02,Moderate value customer
C08559,29,147447,West Coast,72,4,2584.86,15,2,0.41,111804.85,Moderate value customer
C08560,45,128632,South,2,2,1802.81,6,2,0.63,2334.08,Moderate value customer
C08561,33,76479,South,54,5,503.46,11,0,0.28,22074.52,Moderate value customer
C08562,52,51259,East Coast,103,3,1738.49,8,3,0.81,35522.25,High churn risk
C08563,28,62472,East Coast,102,4,1062.76,29,0,0.9,12840.15,High churn risk
C08564,65,89256,South,42,2,2263.44,9,2,0.06,90360.61,High-value loyal customer
C08565,47,43706,West Coast,35,4,417.81,9,2,0.57,8288.04,Moderate value customer
C08566,42,48769,East Coast,102,2,2770.08,14,4,0.35,184656.3,Moderate value customer
C08567,48,148668,East Coast,119,2,1538.97,13,1,0.55,83411.84,Moderate value customer
C08568,38,98002,South,61,4,2256.0,15,2,0.55,63927.2,Moderate value customer
C08569,43,35329,West Coast,115,2,2173.05,14,0,0.01,248401.74,High-value loyal customer
C08570,61,62106,South,60,3,699.1,16,0,0.65,16181.1,Moderate value customer
C08571,51,90381,East Coast,98,5,2664.26,16,0,0.22,206156.03,High-value loyal customer
C08572,61,80346,West Coast,115,1,851.56,19,4,0.56,43588.94,Moderate value customer
C08573,54,79252,South,94,4,733.59,13,0,0.9,8895.75,High churn risk
C08574,27,97997,Midwest,49,4,1657.8,12,3,0.19,67798.08,High-value loyal customer
C08575,25,30322,East Coast,23,5,2956.73,9,3,0.27,52143.5,High-value loyal customer
C08576,41,91468,South,68,3,1077.5,28,4,0.06,70373.8,High-value loyal customer
C08577,26,54216,West Coast,35,1,2900.46,4,3,0.49,52273.21,Moderate value customer
C08578,65,82801,Midwest,14,3,1418.26,8,4,0.87,4081.23,High churn risk
C08579,55,34846,South,22,4,2537.09,12,4,0.54,27675.35,Moderate value customer
C08580,62,139572,South,30,1,1683.96,27,4,0.35,33337.22,Moderate value customer
C08581,43,117675,East Coast,3,2,774.73,22,3,0.91,1209.18,High churn risk
C08582,23,128910,South,75,4,2663.98,1,2,0.53,95905.3,Moderate value customer
C08583,53,120628,Midwest,10,3,401.51,12,3,0.97,1620.45,High churn risk
C08584,58,137604,South,67,5,2111.71,8,4,0.75,37871.14,High churn risk
C08585,43,99871,East Coast,41,2,2526.12,28,1,0.91,10321.38,High churn risk
C08586,36,43360,Midwest,48,1,2529.67,4,3,0.65,42998.46,Moderate value customer
C08587,45,60745,Midwest,50,4,2034.84,10,1,0.99,3017.42,High churn risk
C08588,69,79990,East Coast,69,5,902.79,1,3,0.53,31777.48,Moderate value customer
C08589,36,129425,West Coast,58,5,1688.67,20,4,0.64,37759.43,Moderate value customer
C08590,45,142027,Midwest,15,3,1962.7,3,3,0.13,27113.24,Moderate value customer
C08591,62,83117,West Coast,48,5,2691.14,15,0,0.94,10250.48,High churn risk
C08592,27,131645,Midwest,114,3,647.07,2,0,0.33,50923.21,Moderate value customer
C08593,28,126529,Midwest,6,1,1501.77,10,4,0.67,3473.5,Moderate value customer
C08594,23,146024,East Coast,4,4,1132.78,8,2,0.36,4899.92,Moderate value customer
C08595,25,129563,South,23,1,1397.59,14,1,0.89,4035.9,High churn risk
C08596,39,90624,Midwest,45,3,712.54,29,3,0.11,30037.23,Moderate value customer
C08597,27,53576,South,65,1,808.81,27,4,0.9,5757.26,High churn risk
C08598,42,79796,Midwest,56,4,2355.58,13,1,0.63,50807.62,Moderate value customer
C08599,46,105956,West Coast,98,4,1539.45,26,3,0.96,8034.64,High churn risk
C08600,45,96132,South,63,5,1639.61,13,3,0.5,54147.72,Moderate value customer
C08601,26,101925,West Coast,15,3,2712.94,22,2,0.49,22253.99,Moderate value customer
C08602,25,127830,South,4,1,871.94,29,1,0.36,2732.17,Moderate value customer
C08603,58,81962,South,91,5,1121.96,8,3,0.33,70905.9,Moderate value customer
C08604,58,100072,West Coast,77,5,1064.13,24,2,0.12,74605.45,High-value loyal customer
C08605,42,118689,East Coast,119,1,2045.87,5,0,0.33,163617.22,Moderate value customer
C08606,51,112387,West Coast,110,3,1774.86,28,2,0.61,77641.49,Moderate value customer
C08607,42,39156,East Coast,111,3,1520.32,2,1,0.08,156755.08,High-value loyal customer
C08608,31,72597,East Coast,104,4,2070.36,21,2,0.19,176407.13,High-value loyal customer
C08609,52,127254,South,32,3,1554.97,6,0,0.86,8466.27,High churn risk
C08610,37,81938,West Coast,9,5,2484.68,27,0,0.09,22849.53,Moderate value customer
C08611,61,139309,Midwest,101,4,1348.68,8,1,0.24,105524.68,High-value loyal customer
C08612,42,114728,Midwest,89,2,2693.7,12,4,0.0,240739.3,High-value loyal customer
C08613,36,84941,West Coast,57,4,534.96,10,2,0.72,10537.96,High churn risk
C08614,62,120625,Midwest,67,5,463.05,18,1,0.85,7153.65,High churn risk
C08615,35,62979,East Coast,39,1,2035.96,7,3,0.88,10028.29,High churn risk
C08616,28,110931,West Coast,40,1,1291.18,9,2,0.9,5664.72,High churn risk
C08617,66,126804,East Coast,16,1,1476.0,10,0,0.4,14669.6,Moderate value customer
C08618,68,129073,South,81,5,2148.85,29,2,0.56,79085.01,Moderate value customer
C08619,23,90655,West Coast,91,4,800.71,25,1,0.68,25316.68,Moderate value customer
C08620,33,53915,Midwest,10,1,323.0,26,4,0.91,790.7,High churn risk
C08621,50,87774,Midwest,53,3,1428.89,20,4,0.8,16646.23,High churn risk
C08622,48,143754,East Coast,65,2,2705.23,26,3,0.49,90678.37,Moderate value customer
C08623,29,142223,South,115,1,1462.07,6,1,0.51,82887.64,Moderate value customer
C08624,32,33258,Midwest,50,1,1801.5,22,2,0.34,59949.5,Moderate value customer
